,entrez_id,refseq_ids,official_symbol,official_full_name,taxname
27068,84270,"['NM_001318010', 'NM_001318011', 'NM_032310']",CARD19,caspase recruitment domain family member 19,Homo sapiens
27069,855418,[],,,Saccharomyces cerevisiae S288C
27070,844350,[],,,Arabidopsis thaliana
27071,839203,[],,,Arabidopsis thaliana
27072,84461,"['NM_001005408', 'NM_032442']",NEURL4,neuralized E3 ubiquitin protein ligase 4,Homo sapiens
27073,114,['NM_001115'],ADCY8,adenylate cyclase 8,Homo sapiens
27074,907,[],,,Homo sapiens
27075,84897,['NM_032811'],TBRG1,transforming growth factor beta regulator 1,Homo sapiens
27076,84968,['NM_032882'],PNMA6A,PNMA family member 6A,Homo sapiens
27077,850296,[],,,Saccharomyces cerevisiae S288C
27078,854504,[],,,Saccharomyces cerevisiae S288C
27079,850297,[],,,Saccharomyces cerevisiae S288C
27080,850306,[],,,Saccharomyces cerevisiae S288C
27081,855561,[],,,Saccharomyces cerevisiae S288C
27082,850325,[],,,Saccharomyces cerevisiae S288C
27083,851076,[],,,Saccharomyces cerevisiae S288C
27084,851452,[],,,Saccharomyces cerevisiae S288C
27085,853463,[],,,Saccharomyces cerevisiae S288C
27086,850328,[],,,Saccharomyces cerevisiae S288C
27087,855859,[],,,Saccharomyces cerevisiae S288C
27088,856692,[],,,Saccharomyces cerevisiae S288C
27089,850345,[],,,Saccharomyces cerevisiae S288C
27090,850348,[],,,Saccharomyces cerevisiae S288C
27091,850366,[],,,Saccharomyces cerevisiae S288C
27092,853274,[],,,Saccharomyces cerevisiae S288C
27093,850367,[],,,Saccharomyces cerevisiae S288C
27094,855272,[],,,Saccharomyces cerevisiae S288C
27095,853248,[],,,Saccharomyces cerevisiae S288C
27096,9409,"['NM_004813', 'NM_057174']",PEX16,peroxisomal biogenesis factor 16,Homo sapiens
27097,850406,[],,,Saccharomyces cerevisiae S288C
27098,855060,[],,,Saccharomyces cerevisiae S288C
27099,850409,[],,,Saccharomyces cerevisiae S288C
27100,855974,[],,,Saccharomyces cerevisiae S288C
27101,855753,[],,,Saccharomyces cerevisiae S288C
27102,850423,[],,,Saccharomyces cerevisiae S288C
27103,850424,[],,,Saccharomyces cerevisiae S288C
27104,852385,[],,,Saccharomyces cerevisiae S288C
27105,852822,[],,,Saccharomyces cerevisiae S288C
27106,850440,[],,,Saccharomyces cerevisiae S288C
27107,851394,[],,,Saccharomyces cerevisiae S288C
27108,850441,[],,,Saccharomyces cerevisiae S288C
27109,850445,[],,,Saccharomyces cerevisiae S288C
27110,851903,[],,,Saccharomyces cerevisiae S288C
27111,851671,[],,,Saccharomyces cerevisiae S288C
27112,850455,[],,,Saccharomyces cerevisiae S288C
27113,851389,[],,,Saccharomyces cerevisiae S288C
27114,856799,[],,,Saccharomyces cerevisiae S288C
27115,850676,[],,,Saccharomyces cerevisiae S288C
27116,851029,[],,,Saccharomyces cerevisiae S288C
27117,850511,[],,,Saccharomyces cerevisiae S288C
27118,850515,[],,,Saccharomyces cerevisiae S288C
27119,853338,[],,,Saccharomyces cerevisiae S288C
27120,850539,[],,,Saccharomyces cerevisiae S288C
27121,850551,[],,,Saccharomyces cerevisiae S288C
27122,853728,[],,,Saccharomyces cerevisiae S288C
27123,850553,[],,,Saccharomyces cerevisiae S288C
27124,856870,[],,,Saccharomyces cerevisiae S288C
27125,850585,[],,,Saccharomyces cerevisiae S288C
27126,852984,[],,,Saccharomyces cerevisiae S288C
27127,852990,[],,,Saccharomyces cerevisiae S288C
27128,851980,[],,,Saccharomyces cerevisiae S288C
27129,852390,[],,,Saccharomyces cerevisiae S288C
27130,854161,[],,,Saccharomyces cerevisiae S288C
27131,856076,[],,,Saccharomyces cerevisiae S288C
27132,850612,[],,,Saccharomyces cerevisiae S288C
27133,855412,[],,,Saccharomyces cerevisiae S288C
27134,851140,[],,,Saccharomyces cerevisiae S288C
27135,851752,[],,,Saccharomyces cerevisiae S288C
27136,852146,[],,,Saccharomyces cerevisiae S288C
27137,852364,[],,,Saccharomyces cerevisiae S288C
27138,850639,[],,,Saccharomyces cerevisiae S288C
27139,852326,[],,,Saccharomyces cerevisiae S288C
27140,855450,[],,,Saccharomyces cerevisiae S288C
27141,850671,[],,,Saccharomyces cerevisiae S288C
27142,855117,[],,,Saccharomyces cerevisiae S288C
27143,850686,[],,,Saccharomyces cerevisiae S288C
27144,852477,[],,,Saccharomyces cerevisiae S288C
27145,854745,[],,,Saccharomyces cerevisiae S288C
27146,850692,[],,,Saccharomyces cerevisiae S288C
27147,855765,[],,,Saccharomyces cerevisiae S288C
27148,850694,[],,,Saccharomyces cerevisiae S288C
27149,853340,[],,,Saccharomyces cerevisiae S288C
27150,850696,[],,,Saccharomyces cerevisiae S288C
27151,851655,[],,,Saccharomyces cerevisiae S288C
27152,850713,[],,,Saccharomyces cerevisiae S288C
27153,851770,[],,,Saccharomyces cerevisiae S288C
27154,850732,[],,,Saccharomyces cerevisiae S288C
27155,853123,[],,,Saccharomyces cerevisiae S288C
27156,850790,[],,,Saccharomyces cerevisiae S288C
27157,853313,[],,,Saccharomyces cerevisiae S288C
27158,855554,[],,,Saccharomyces cerevisiae S288C
27159,850822,[],,,Saccharomyces cerevisiae S288C
27160,850992,[],,,Saccharomyces cerevisiae S288C
27161,853188,[],,,Saccharomyces cerevisiae S288C
27162,850824,[],,,Saccharomyces cerevisiae S288C
27163,850826,[],,,Saccharomyces cerevisiae S288C
27164,852529,[],,,Saccharomyces cerevisiae S288C
27165,854702,[],,,Saccharomyces cerevisiae S288C
27166,850879,[],,,Saccharomyces cerevisiae S288C
27167,856847,[],,,Saccharomyces cerevisiae S288C
27168,850887,[],,,Saccharomyces cerevisiae S288C
27169,850900,[],,,Saccharomyces cerevisiae S288C
27170,854598,[],,,Saccharomyces cerevisiae S288C
27171,850907,[],,,Saccharomyces cerevisiae S288C
27172,851400,[],,,Saccharomyces cerevisiae S288C
27173,850909,[],,,Saccharomyces cerevisiae S288C
27174,855597,[],,,Saccharomyces cerevisiae S288C
27175,851420,[],,,Saccharomyces cerevisiae S288C
27176,851904,[],,,Saccharomyces cerevisiae S288C
27177,852499,[],,,Saccharomyces cerevisiae S288C
27178,853056,[],,,Saccharomyces cerevisiae S288C
27179,854294,[],,,Saccharomyces cerevisiae S288C
27180,856899,[],,,Saccharomyces cerevisiae S288C
27181,850934,[],,,Saccharomyces cerevisiae S288C
27182,851306,[],,,Saccharomyces cerevisiae S288C
27183,850968,[],,,Saccharomyces cerevisiae S288C
27184,854533,[],,,Saccharomyces cerevisiae S288C
27185,850974,[],,,Saccharomyces cerevisiae S288C
27186,852702,[],,,Saccharomyces cerevisiae S288C
27187,850995,[],,,Saccharomyces cerevisiae S288C
27188,855907,[],,,Saccharomyces cerevisiae S288C
27189,851034,[],,,Saccharomyces cerevisiae S288C
27190,851494,[],,,Saccharomyces cerevisiae S288C
27191,852887,[],,,Saccharomyces cerevisiae S288C
27192,851048,[],,,Saccharomyces cerevisiae S288C
27193,851263,[],,,Saccharomyces cerevisiae S288C
27194,851061,[],,,Saccharomyces cerevisiae S288C
27195,852663,[],,,Saccharomyces cerevisiae S288C
27196,854265,[],,,Saccharomyces cerevisiae S288C
27197,851067,[],,,Saccharomyces cerevisiae S288C
27198,852932,[],,,Saccharomyces cerevisiae S288C
27199,851083,[],,,Saccharomyces cerevisiae S288C
27200,851084,[],,,Saccharomyces cerevisiae S288C
27201,852866,[],,,Saccharomyces cerevisiae S288C
27202,851092,[],,,Saccharomyces cerevisiae S288C
27203,851772,[],,,Saccharomyces cerevisiae S288C
27204,854190,[],,,Saccharomyces cerevisiae S288C
27205,851125,[],,,Saccharomyces cerevisiae S288C
27206,851142,[],,,Saccharomyces cerevisiae S288C
27207,851585,[],,,Saccharomyces cerevisiae S288C
27208,852695,[],,,Saccharomyces cerevisiae S288C
27209,856315,[],,,Saccharomyces cerevisiae S288C
27210,851143,[],,,Saccharomyces cerevisiae S288C
27211,852757,[],,,Saccharomyces cerevisiae S288C
27212,851151,[],,,Saccharomyces cerevisiae S288C
27213,851406,[],,,Saccharomyces cerevisiae S288C
27214,851152,[],,,Saccharomyces cerevisiae S288C
27215,856626,[],,,Saccharomyces cerevisiae S288C
27216,851157,[],,,Saccharomyces cerevisiae S288C
27217,851163,[],,,Saccharomyces cerevisiae S288C
27218,853976,[],,,Saccharomyces cerevisiae S288C
27219,851173,[],,,Saccharomyces cerevisiae S288C
27220,852697,[],,,Saccharomyces cerevisiae S288C
27221,853556,[],,,Saccharomyces cerevisiae S288C
27222,851204,[],,,Saccharomyces cerevisiae S288C
27223,852427,[],,,Saccharomyces cerevisiae S288C
27224,851212,[],,,Saccharomyces cerevisiae S288C
27225,851218,[],,,Saccharomyces cerevisiae S288C
27226,854114,[],,,Saccharomyces cerevisiae S288C
27227,851244,[],,,Saccharomyces cerevisiae S288C
27228,853034,[],,,Saccharomyces cerevisiae S288C
27229,851247,[],,,Saccharomyces cerevisiae S288C
27230,854545,[],,,Saccharomyces cerevisiae S288C
27231,851255,[],,,Saccharomyces cerevisiae S288C
27232,851261,[],,,Saccharomyces cerevisiae S288C
27233,854256,[],,,Saccharomyces cerevisiae S288C
27234,851272,[],,,Saccharomyces cerevisiae S288C
27235,854295,[],,,Saccharomyces cerevisiae S288C
27236,851274,[],,,Saccharomyces cerevisiae S288C
27237,854938,[],,,Saccharomyces cerevisiae S288C
27238,851803,[],,,Saccharomyces cerevisiae S288C
27239,851320,[],,,Saccharomyces cerevisiae S288C
27240,851774,[],,,Saccharomyces cerevisiae S288C
27241,854211,[],,,Saccharomyces cerevisiae S288C
27242,851369,[],,,Saccharomyces cerevisiae S288C
27243,855512,[],,,Saccharomyces cerevisiae S288C
27244,851372,[],,,Saccharomyces cerevisiae S288C
27245,854767,[],,,Saccharomyces cerevisiae S288C
27246,856247,[],,,Saccharomyces cerevisiae S288C
27247,852931,[],,,Saccharomyces cerevisiae S288C
27248,853002,[],,,Saccharomyces cerevisiae S288C
27249,851419,[],,,Saccharomyces cerevisiae S288C
27250,851336,[],,,Saccharomyces cerevisiae S288C
27251,851424,[],,,Saccharomyces cerevisiae S288C
27252,851928,[],,,Saccharomyces cerevisiae S288C
27253,854133,[],,,Saccharomyces cerevisiae S288C
27254,851431,[],,,Saccharomyces cerevisiae S288C
27255,851721,[],,,Saccharomyces cerevisiae S288C
27256,852020,[],,,Saccharomyces cerevisiae S288C
27257,853667,[],,,Saccharomyces cerevisiae S288C
27258,855830,[],,,Saccharomyces cerevisiae S288C
27259,855968,[],,,Saccharomyces cerevisiae S288C
27260,851450,[],,,Saccharomyces cerevisiae S288C
27261,852864,[],,,Saccharomyces cerevisiae S288C
27262,851475,[],,,Saccharomyces cerevisiae S288C
27263,853788,[],,,Saccharomyces cerevisiae S288C
27264,851929,[],,,Saccharomyces cerevisiae S288C
27265,851495,[],,,Saccharomyces cerevisiae S288C
27266,852122,[],,,Saccharomyces cerevisiae S288C
27267,851500,[],,,Saccharomyces cerevisiae S288C
27268,854976,[],,,Saccharomyces cerevisiae S288C
27269,856739,[],,,Saccharomyces cerevisiae S288C
27270,855860,[],,,Saccharomyces cerevisiae S288C
27271,851533,[],,,Saccharomyces cerevisiae S288C
27272,851957,[],,,Saccharomyces cerevisiae S288C
27273,853010,[],,,Saccharomyces cerevisiae S288C
27274,851542,[],,,Saccharomyces cerevisiae S288C
27275,852258,[],,,Saccharomyces cerevisiae S288C
27276,851549,[],,,Saccharomyces cerevisiae S288C
27277,854780,[],,,Saccharomyces cerevisiae S288C
27278,856852,[],,,Saccharomyces cerevisiae S288C
27279,851567,[],,,Saccharomyces cerevisiae S288C
27280,851648,[],,,Saccharomyces cerevisiae S288C
27281,851568,[],,,Saccharomyces cerevisiae S288C
27282,854333,[],,,Saccharomyces cerevisiae S288C
27283,856749,[],,,Saccharomyces cerevisiae S288C
27284,851624,[],,,Saccharomyces cerevisiae S288C
27285,852463,[],,,Saccharomyces cerevisiae S288C
27286,851627,[],,,Saccharomyces cerevisiae S288C
27287,855355,[],,,Saccharomyces cerevisiae S288C
27288,851631,[],,,Saccharomyces cerevisiae S288C
27289,852376,[],,,Saccharomyces cerevisiae S288C
27290,851639,[],,,Saccharomyces cerevisiae S288C
27291,851641,[],,,Saccharomyces cerevisiae S288C
27292,856021,[],,,Saccharomyces cerevisiae S288C
27293,851652,[],,,Saccharomyces cerevisiae S288C
27294,853492,[],,,Saccharomyces cerevisiae S288C
27295,851661,[],,,Saccharomyces cerevisiae S288C
27296,852889,[],,,Saccharomyces cerevisiae S288C
27297,856921,[],,,Saccharomyces cerevisiae S288C
27298,854387,[],,,Saccharomyces cerevisiae S288C
27299,851681,[],,,Saccharomyces cerevisiae S288C
27300,856770,[],,,Saccharomyces cerevisiae S288C
27301,851691,[],,,Saccharomyces cerevisiae S288C
27302,851701,[],,,Saccharomyces cerevisiae S288C
27303,856366,[],,,Saccharomyces cerevisiae S288C
27304,851935,[],,,Saccharomyces cerevisiae S288C
27305,851742,[],,,Saccharomyces cerevisiae S288C
27306,855785,[],,,Saccharomyces cerevisiae S288C
27307,851746,[],,,Saccharomyces cerevisiae S288C
27308,851756,[],,,Saccharomyces cerevisiae S288C
27309,854550,[],,,Saccharomyces cerevisiae S288C
27310,856920,[],,,Saccharomyces cerevisiae S288C
27311,851831,[],,,Saccharomyces cerevisiae S288C
27312,852724,[],,,Saccharomyces cerevisiae S288C
27313,851857,[],,,Saccharomyces cerevisiae S288C
27314,851870,[],,,Saccharomyces cerevisiae S288C
27315,852680,[],,,Saccharomyces cerevisiae S288C
27316,851905,[],,,Saccharomyces cerevisiae S288C
27317,856524,[],,,Saccharomyces cerevisiae S288C
27318,854222,[],,,Saccharomyces cerevisiae S288C
27319,851953,[],,,Saccharomyces cerevisiae S288C
27320,856503,[],,,Saccharomyces cerevisiae S288C
27321,851978,[],,,Saccharomyces cerevisiae S288C
27322,855328,[],,,Saccharomyces cerevisiae S288C
27323,851979,[],,,Saccharomyces cerevisiae S288C
27324,851988,[],,,Saccharomyces cerevisiae S288C
27325,855934,[],,,Saccharomyces cerevisiae S288C
27326,851994,[],,,Saccharomyces cerevisiae S288C
27327,851998,[],,,Saccharomyces cerevisiae S288C
27328,852001,[],,,Saccharomyces cerevisiae S288C
27329,852017,[],,,Saccharomyces cerevisiae S288C
27330,852046,[],,,Saccharomyces cerevisiae S288C
27331,854992,[],,,Saccharomyces cerevisiae S288C
27332,852064,[],,,Saccharomyces cerevisiae S288C
27333,852091,[],,,Saccharomyces cerevisiae S288C
27334,856058,[],,,Saccharomyces cerevisiae S288C
27335,852092,[],,,Saccharomyces cerevisiae S288C
27336,852119,[],,,Saccharomyces cerevisiae S288C
27337,854647,[],,,Saccharomyces cerevisiae S288C
27338,852171,[],,,Saccharomyces cerevisiae S288C
27339,854087,[],,,Saccharomyces cerevisiae S288C
27340,854660,[],,,Saccharomyces cerevisiae S288C
27341,855741,[],,,Saccharomyces cerevisiae S288C
27342,856576,[],,,Saccharomyces cerevisiae S288C
27343,852218,[],,,Saccharomyces cerevisiae S288C
27344,852230,[],,,Saccharomyces cerevisiae S288C
27345,852248,[],,,Saccharomyces cerevisiae S288C
27346,853650,[],,,Saccharomyces cerevisiae S288C
27347,856680,[],,,Saccharomyces cerevisiae S288C
27348,852262,[],,,Saccharomyces cerevisiae S288C
27349,853746,[],,,Saccharomyces cerevisiae S288C
27350,856085,[],,,Saccharomyces cerevisiae S288C
27351,852278,[],,,Saccharomyces cerevisiae S288C
27352,852293,[],,,Saccharomyces cerevisiae S288C
27353,852338,[],,,Saccharomyces cerevisiae S288C
27354,854158,[],,,Saccharomyces cerevisiae S288C
27355,852351,[],,,Saccharomyces cerevisiae S288C
27356,855783,[],,,Saccharomyces cerevisiae S288C
27357,852377,[],,,Saccharomyces cerevisiae S288C
27358,853353,[],,,Saccharomyces cerevisiae S288C
27359,852386,[],,,Saccharomyces cerevisiae S288C
27360,856165,[],,,Saccharomyces cerevisiae S288C
27361,852431,[],,,Saccharomyces cerevisiae S288C
27362,852432,[],,,Saccharomyces cerevisiae S288C
27363,854073,[],,,Saccharomyces cerevisiae S288C
27364,852453,[],,,Saccharomyces cerevisiae S288C
27365,855892,[],,,Saccharomyces cerevisiae S288C
27366,853244,[],,,Saccharomyces cerevisiae S288C
27367,853824,[],,,Saccharomyces cerevisiae S288C
27368,855013,[],,,Saccharomyces cerevisiae S288C
27369,855524,[],,,Saccharomyces cerevisiae S288C
27370,852458,[],,,Saccharomyces cerevisiae S288C
27371,856050,[],,,Saccharomyces cerevisiae S288C
27372,852481,[],,,Saccharomyces cerevisiae S288C
27373,856018,[],,,Saccharomyces cerevisiae S288C
27374,852517,[],,,Saccharomyces cerevisiae S288C
27375,852518,[],,,Saccharomyces cerevisiae S288C
27376,852525,[],,,Saccharomyces cerevisiae S288C
27377,852550,[],,,Saccharomyces cerevisiae S288C
27378,852563,[],,,Saccharomyces cerevisiae S288C
27379,854688,[],,,Saccharomyces cerevisiae S288C
27380,852583,[],,,Saccharomyces cerevisiae S288C
27381,855581,[],,,Saccharomyces cerevisiae S288C
27382,852640,[],,,Saccharomyces cerevisiae S288C
27383,855648,[],,,Saccharomyces cerevisiae S288C
27384,852659,[],,,Saccharomyces cerevisiae S288C
27385,856364,[],,,Saccharomyces cerevisiae S288C
27386,852665,[],,,Saccharomyces cerevisiae S288C
27387,853878,[],,,Saccharomyces cerevisiae S288C
27388,852672,[],,,Saccharomyces cerevisiae S288C
27389,855507,[],,,Saccharomyces cerevisiae S288C
27390,852747,[],,,Saccharomyces cerevisiae S288C
27391,855873,[],,,Saccharomyces cerevisiae S288C
27392,852752,[],,,Saccharomyces cerevisiae S288C
27393,856084,[],,,Saccharomyces cerevisiae S288C
27394,855497,[],,,Saccharomyces cerevisiae S288C
27395,853422,[],,,Saccharomyces cerevisiae S288C
27396,852785,[],,,Saccharomyces cerevisiae S288C
27397,854142,[],,,Saccharomyces cerevisiae S288C
27398,852789,[],,,Saccharomyces cerevisiae S288C
27399,854814,[],,,Saccharomyces cerevisiae S288C
27400,853300,[],,,Saccharomyces cerevisiae S288C
27401,853660,[],,,Saccharomyces cerevisiae S288C
27402,856644,[],,,Saccharomyces cerevisiae S288C
27403,851485,[],,,Saccharomyces cerevisiae S288C
27404,853848,[],,,Saccharomyces cerevisiae S288C
27405,852845,[],,,Saccharomyces cerevisiae S288C
27406,856718,[],,,Saccharomyces cerevisiae S288C
27407,852892,[],,,Saccharomyces cerevisiae S288C
27408,855031,[],,,Saccharomyces cerevisiae S288C
27409,856854,[],,,Saccharomyces cerevisiae S288C
27410,853639,[],,,Saccharomyces cerevisiae S288C
27411,852920,[],,,Saccharomyces cerevisiae S288C
27412,856167,[],,,Saccharomyces cerevisiae S288C
27413,852935,[],,,Saccharomyces cerevisiae S288C
27414,852953,[],,,Saccharomyces cerevisiae S288C
27415,854755,[],,,Saccharomyces cerevisiae S288C
27416,854700,[],,,Saccharomyces cerevisiae S288C
27417,855048,[],,,Saccharomyces cerevisiae S288C
27418,856115,[],,,Saccharomyces cerevisiae S288C
27419,856236,[],,,Saccharomyces cerevisiae S288C
27420,853003,[],,,Saccharomyces cerevisiae S288C
27421,856237,[],,,Saccharomyces cerevisiae S288C
27422,854370,[],,,Saccharomyces cerevisiae S288C
27423,853023,[],,,Saccharomyces cerevisiae S288C
27424,856603,[],,,Saccharomyces cerevisiae S288C
27425,853041,[],,,Saccharomyces cerevisiae S288C
27426,855204,[],,,Saccharomyces cerevisiae S288C
27427,853045,[],,,Saccharomyces cerevisiae S288C
27428,856287,[],,,Saccharomyces cerevisiae S288C
27429,853072,[],,,Saccharomyces cerevisiae S288C
27430,853080,[],,,Saccharomyces cerevisiae S288C
27431,855552,[],,,Saccharomyces cerevisiae S288C
27432,853088,[],,,Saccharomyces cerevisiae S288C
27433,853100,[],,,Saccharomyces cerevisiae S288C
27434,854191,[],,,Saccharomyces cerevisiae S288C
27435,853161,[],,,Saccharomyces cerevisiae S288C
27436,853178,[],,,Saccharomyces cerevisiae S288C
27437,853910,[],,,Saccharomyces cerevisiae S288C
27438,853191,[],,,Saccharomyces cerevisiae S288C
27439,853221,[],,,Saccharomyces cerevisiae S288C
27440,854765,[],,,Saccharomyces cerevisiae S288C
27441,855239,[],,,Saccharomyces cerevisiae S288C
27442,853301,[],,,Saccharomyces cerevisiae S288C
27443,854322,[],,,Saccharomyces cerevisiae S288C
27444,853315,[],,,Saccharomyces cerevisiae S288C
27445,853752,[],,,Saccharomyces cerevisiae S288C
27446,853356,[],,,Saccharomyces cerevisiae S288C
27447,856065,[],,,Saccharomyces cerevisiae S288C
27448,853364,[],,,Saccharomyces cerevisiae S288C
27449,854418,[],,,Saccharomyces cerevisiae S288C
27450,853369,[],,,Saccharomyces cerevisiae S288C
27451,853371,[],,,Saccharomyces cerevisiae S288C
27452,856181,[],,,Saccharomyces cerevisiae S288C
27453,853397,[],,,Saccharomyces cerevisiae S288C
27454,855957,[],,,Saccharomyces cerevisiae S288C
27455,853452,[],,,Saccharomyces cerevisiae S288C
27456,854268,[],,,Saccharomyces cerevisiae S288C
27457,853512,[],,,Saccharomyces cerevisiae S288C
27458,856682,[],,,Saccharomyces cerevisiae S288C
27459,855092,[],,,Saccharomyces cerevisiae S288C
27460,853508,[],,,Saccharomyces cerevisiae S288C
27461,853513,[],,,Saccharomyces cerevisiae S288C
27462,853554,[],,,Saccharomyces cerevisiae S288C
27463,856240,[],,,Saccharomyces cerevisiae S288C
27464,854105,[],,,Saccharomyces cerevisiae S288C
27465,853696,[],,,Saccharomyces cerevisiae S288C
